1.000000E+000,  0.000000E+000
2.000000E+000,  0.000000E+000
3.000000E+000,  0.000000E+000
4.000000E+000,  0.000000E+000
5.000000E+000,  0.000000E+000
6.000000E+000,  0.000000E+000
7.000000E+000,  0.000000E+000
8.000000E+000,  0.000000E+000
9.000000E+000,  0.000000E+000
1.000000E+001,  0.000000E+000
1.100000E+001,  -5.734927E+002
1.200000E+001,  -1.146985E+003
1.300000E+001,  -1.720478E+003
1.400000E+001,  -2.293971E+003
1.500000E+001,  -2.867463E+003
1.600000E+001,  -3.440956E+003
1.700000E+001,  -4.014449E+003
1.800000E+001,  -4.587941E+003
1.900000E+001,  -5.161434E+003
2.000000E+001,  -5.734927E+003
2.100000E+001,  -6.308419E+003
2.200000E+001,  -6.881912E+003
2.300000E+001,  -7.455405E+003
2.400000E+001,  -8.028897E+003
2.500000E+001,  -8.602390E+003
2.600000E+001,  -9.175883E+003
2.700000E+001,  -9.749375E+003
2.800000E+001,  -1.032287E+004
2.900000E+001,  -1.089636E+004
3.000000E+001,  -1.132240E+004
3.100000E+001,  -1.074890E+004
3.200000E+001,  -1.017541E+004
3.300000E+001,  -9.601917E+003
3.400000E+001,  -9.028425E+003
3.500000E+001,  -8.454932E+003
3.600000E+001,  -7.881439E+003
3.700000E+001,  -7.307946E+003
3.800000E+001,  -6.734454E+003
3.900000E+001,  -6.160961E+003
4.000000E+001,  -5.587468E+003
4.100000E+001,  -5.013976E+003
4.200000E+001,  -4.440483E+003
4.300000E+001,  -3.866990E+003
4.400000E+001,  -3.293498E+003
4.500000E+001,  -2.720005E+003
4.600000E+001,  -2.146512E+003
4.700000E+001,  -1.573020E+003
4.800000E+001,  -9.995270E+002
4.900000E+001,  -4.260344E+002
5.000000E+001,  1.474583E+002
5.100000E+001,  -6.322502E+002
5.200000E+001,  -1.411959E+003
5.300000E+001,  -2.191667E+003
5.400000E+001,  -2.971376E+003
5.500000E+001,  -3.751084E+003
5.600000E+001,  -4.530793E+003
5.700000E+001,  -5.310501E+003
5.800000E+001,  -6.090210E+003
5.900000E+001,  -6.869918E+003
6.000000E+001,  -7.649627E+003
6.100000E+001,  -8.429336E+003
6.200000E+001,  -9.209044E+003
6.300000E+001,  -9.988753E+003
6.400000E+001,  -1.076846E+004
6.500000E+001,  -1.146845E+004
6.600000E+001,  -1.246700E+004
6.700000E+001,  -1.324698E+004
6.800000E+001,  -1.402712E+004
6.900000E+001,  -1.480745E+004
7.000000E+001,  -1.558789E+004
7.100000E+001,  -1.480819E+004
7.200000E+001,  -1.402848E+004
7.300000E+001,  -1.324877E+004
7.400000E+001,  -1.246906E+004
7.500000E+001,  -1.168935E+004
7.600000E+001,  -1.090964E+004
7.700000E+001,  -1.012994E+004
7.800000E+001,  -9.350227E+003
7.900000E+001,  -8.570519E+003
8.000000E+001,  -7.790810E+003
8.100000E+001,  -7.011101E+003
8.200000E+001,  -6.231393E+003
8.300000E+001,  -5.451684E+003
8.400000E+001,  -4.671976E+003
8.500000E+001,  -3.892267E+003
8.600000E+001,  -3.112558E+003
8.700000E+001,  -2.332850E+003
8.800000E+001,  -1.553141E+003
8.900000E+001,  -7.734328E+002
9.000000E+001,  6.275718E+000
9.100000E+001,  -5.672170E+002
9.200000E+001,  -1.140710E+003
9.300000E+001,  -1.714202E+003
9.400000E+001,  -2.287695E+003
9.500000E+001,  -2.861188E+003
9.600000E+001,  -3.434680E+003
9.700000E+001,  -4.008173E+003
9.800000E+001,  -4.581666E+003
9.900000E+001,  -5.155158E+003
1.000000E+002,  -5.728651E+003
1.010000E+002,  -6.302144E+003
1.020000E+002,  -6.875636E+003
1.030000E+002,  -7.449129E+003
1.040000E+002,  -8.022622E+003
1.050000E+002,  -8.596114E+003
1.060000E+002,  -9.169607E+003
1.070000E+002,  -9.743100E+003
1.080000E+002,  -1.031659E+004
1.090000E+002,  -1.089008E+004
1.100000E+002,  -1.146358E+004
