0.000000000,-204.900299669,-16.092162067
-20.000000000,-126.009015198,6.811769764
-45.097326927,-110.000000000,14.438780497
-35.015212119,-180.000000000,8.859078856
-60.000000000,-147.41835578,19.007726432      
-60.000000000,-16.047668752,15.427583922      
-32.454343334,-126.021378238,9.916722324      
-8.993022514,126.856935660,-3.766993791      
-17.311864520,-47.102895608,7.309391173      
-40.000000000,-163.129863784,11.985346584      
0.000000000,-45.742089232,0.198776070      
0.000000000,-92.176866892,-0.429942963      
-37.585662907,-110.000000000,12.543622421      
-60.000000000,-196.963853285,15.088228989      
-60.000000000,19.212294915,14.119133786      
-51.708670319,-180.000000000,14.502116765      
-60.000000000,-169.251008127,18.303858985      
-50.012614680,-196.704071348,11.176478132         
-40.000000000,-173.137247680,11.263085271      
-20.000000000,-43.624615437,6.901354345      
-40.000000000,-87.392075952,12.977301058      
-40.000000000,-72.578910134,12.747032190      
-15.47817829,-110.000000000,5.436240584      
-29.338962511,-30.603762721,9.575118488      
-40.000000000,-25.485988582,11.664946130      
-60.000000000,-49.512786585,16.685020051      
-60.000000000,-109.460152279,18.646252708      
-60.000000000,-65.431874726,17.268113993      
-60.000000000,-135.460533333,19.043908829      
-60.000000000,-179.143569874,17.562019987      
-58.730708007,-207.379644841,7.984678633      
-43.351407965,-180.000000000,11.711501886                  
-40.000000000,-140.707068098,12.878592434      
-20.000000000,-86.847965104,7.370043308      
-40.000000000,-182.294606825,10.330248820      
-40.000000000,-152.307247488,12.517330941      
-60.000000000,-204.938514693,13.261833912      
-40.000000000,-9.121879683,11.210200733      
-60.000000000,-188.374084906,16.505299113      
-22.726935664,-110.000000000,8.167389265      
-60.000000000,1.390427003,14.775658406      
19.938634394,-13.622548683,-7.848219926      
-52.595018448,-110.000000000,16.387891648      
0.000000000,-61.917993739,0.115612917      
-40.000000000,-57.281889943,12.443591686      
0.000000000,-77.407376764,-0.091304105      
-40.000000000,-115.339861690,13.162998385      
0.000000000,-28.917487891,0.165826999      
-40.000000000,-41.562461788,12.079251282      
-60.000000000,-33.034823358,16.067358270      
-60.000000000,-158.679791463,18.772859689      
-60.000000000,-180.000000000,17.481441664      
-30.177370014,-78.822613721,10.233835675      
3.051954405,-71.723229905,1.216723238            
-20.000000000,-107.053159900,7.237403195      
-8.326619229,-110.000000000,2.457875870      
-29.980793819,-96.150409239,9.980578596      
-60.000000000,-80.750618350,17.801606418            
-60.000000000,-95.435410067,18.267800694      
-50.201058353,-164.284377000,14.314745627      
12.106262296,-57.671077469,-2.720120110      
-6.449851503,-28.835760146,4.633619801      
-32.720054852,-150.838490057,8.882089096      
-12.143727632,-121.617954218,2.111026916      
-28.071438414,-54.450737630,9.596135518      
-20.000000000,-143.516210112,6.064994748      
-40.000000000,-101.663727548,13.120864029      
-20.000000000,-65.621515080,7.244704531      
-40.000000000,-128.370001816,13.087867005      
-60.000000000,-122.805904944,18.913686320      
-30.111340511,-110.000000000,10.507347029      
-60.000000000,-110.000000000,18.659844770      
40.000000000,3.812811148,-13.492233638           
40.000000000,178.453329350,-14.729833869      
-60.000000000,60.000000000,12.659949740      
-26.371287712,60.000000000,5.498762082            
-22.800714781,97.558639870,4.750938691      
-6.861356490,104.507751114,-0.395916168      
-20.000000000,127.277352548,1.221570056      
-20.000000000,89.150816880,2.643175442      
0.000000000,63.420320172,-1.469215064      
-46.003781507,168.559931009,5.848193599      
-4.210334122,164.126550122,-3.732318543      
-40.000000000,151.915756494,5.377038902      
60.000000000,74.167663150,-12.163121235      
-60.000000000,92.662226048,11.518492994      
-7.110732479,-10.593172958,3.331645842      
27.920141188,130.157592689,-9.963175462      
20.000000000,123.515073972,-7.333683507      
20.000000000,45.917994422,-5.911928092      
40.000000000,18.126583989,-13.098850519      
40.000000000,160.550612845,-14.110474402      
40.000000000,32.702730502,-12.809011932      
40.000000000,78.073389306,-12.546995398      
-27.491329804,175.356062496,1.109076207      
12.092037334,-25.258462115,-2.167954627      
0.000000000,25.023441812,-0.553710011      
-20.000000000,68.309234650,3.418956937      
0.000000000,83.213341653,-2.029865310      
-60.000000000,111.058606235,10.873844794      
14.352734274,35.114761380,-3.959059695      
-53.960969938,147.946417903,8.553281752      
-13.094669887,154.462347326,0.694457304      
23.653137205,60.00000000,-7.175316551      
19.958106302,173.653606559,-9.629132203      
-40.000000000,24.170595855,10.209989611      
-20.172496917,159.333199135,0.025877568      
40.000000000,178.453329350,-14.729833869      
-38.419877852,163.722784002,4.445880136      
7.812526746,88.012691469,-3.498895951      
-43.046922870,60.000000000,9.751243764      
-14.307425273,127.918699200,1.783493761      
20.000000000,-35.588809215,-7.093496037      
-15.092933170,61.213800602,4.414127471      
22.517290936,-1.161074495,-3.620346719      
-20.000000000,108.878543746,1.907139751      
-63.307511067,161.781177761,9.486026965      
-34.686679649,60.000000000,7.713479754      
40.000000000,59.999999996,-12.541686641      
-52.798042240,176.652264125,6.849651121      
34.616906703,178.094255121,-13.429397197      
-60.000000000,37.341494987,13.463237330      
31.346976110,-0.820313331,-9.567032392      
48.029141294,81.609011703,-14.700931938      
20.000000000,148.574217694,-8.347398827      
20.000000000,72.316260970,-6.114918895      
40.000000000,62.663398298,-12.534117005      
-39.196733535,12.215646614,11.495866408      
-20.000000000,159.392292531,-0.018528058      
0.000000000,-11.485515708,0.024293499      
0.000000000,123.777778844,-3.300215456      
-29.552838299,41.639295482,8.420444122      
-40.000000000,137.475933488,6.075635881      
-40.000000000,74.284248415,8.555150572      
-60.000000000,147.033119435,9.562156381      
49.144840742,24.850166848,-16.148471391      
